MP Name,Top_Vendor,Vendor_Dominance_Pct,Is_Monopoly_Flag,Vendor_Is_Shell,Vendor_Is_Blacklisted,In_Cartel_Cluster,Collusion_Risk_Score
Shri PP Chaudhary,Om Construction Rohat,8.48,False,False,False,False,0
Devendra Alias Bhole Singh,Ms GANPATI CONSTRUCTIONS,52.44,False,False,False,False,0
SUNIL BOSE,KRIDL BHUSIRI ACCOUNT WORKS,34.85,False,False,False,False,0
Sunil Kumar ,R K Construction,24.31,False,False,False,False,0
Shri Sandosh Kumar P (2022-28),VE Commercial Vehicles Ltd,16.44,False,False,False,False,0
GOPINATH K,Sri Vaari Total Gaz Distributors,38.91,False,False,False,False,0
Prataprao Jadhav,SHARMA CONSTRUCTION,100.0,True,False,False,False,1
Shri Kumbakudi Sudhakaran,Keltron Component complex Ltd Kannur,22.62,False,False,False,False,0
K RADHAKRISHNAN,MUHAMMED MA,16.17,False,False,False,False,0
Shri S. Selvaganabathy (2021-27),VELUSAMY C,7.28,False,False,False,False,0
Dr. Anil Sukhdeorao Bonde (2022-28),DURGA MOTORS,6.16,False,False,False,False,0
Shri Rajeev Shukla (2022-28),Samriddhi Enterprises,73.89,True,False,False,False,1
BHARTI PARDHI,DEVESH KUMAR PATLE,43.28,False,False,False,False,0
MOHIBBULLAH,AL ARQAM ENTERPRISES,43.01,False,False,False,False,0
ESWARASAMY K,KRISHNAKUMAR G,9.31,False,False,False,False,0
Sivanath Kesineni,Power Solutions,51.98,False,False,False,False,0
Smt. Mamata Thakur (2024-30),Maa Laxmi Enterprise,48.78,False,False,False,False,0
Bhagirath Chaudhary,Jai Mata Rani Construction,10.67,False,False,False,False,0
Shri Satnam Singh Sandhu (2024-30),Sohan Lal Mehta,23.02,False,False,False,False,0
Smt Raksha Nikhil Khadse,GopiKrishana Majoor Sahakari Sanstha Ruikheda,50.66,False,False,False,False,0
ROBERT BRUCE C,SAI IT SYSTEMS,15.81,False,False,False,False,0
BHAUSAHEB RAJARAM WAKCHAURE,Kailas Majur STY Ghoyagaon,12.67,False,False,False,False,0
ANANTA NAYAK,JAYANTA KUMAR JENA,13.72,False,False,False,False,0
ARUN GOVIL,ANUJ INTERLOCKING,16.97,False,False,False,False,0
Prasun Banerjee,PRAYAS,20.56,False,False,False,False,0
Pankaj Chowdhary,MS RAMESH CHANDRA PATEL,94.41,True,False,False,False,1
Radha Mohan Singh,SHANTI DEVI,18.92,False,False,False,False,0
Shri Mithlesh Kumar (2022-28),HIDAYA QIRAT ENTERPRISES,32.73,False,False,False,False,0
RANJIT DUTTA,R ENTERPRISE,23.76,False,False,False,False,0
DEVESH CHANDRA THAKUR,AV ENTERTAINMENT,57.29,False,False,False,False,0
Dinesh Chandra Yadav,GRAND TRADING COMPANY,61.04,False,False,False,False,0
Mitesh Rameshbhai Bakabhai Patel,aastha construction,16.86,False,False,False,False,0
Shri B.L. Verma (2020-26),ND CONTRACTOR,58.19,False,False,False,False,0
Shri Baburam Nishad (2022-28),shyam swaroop manufacturere,45.89,False,False,False,False,0
SELJA,KIRPAL SINGH AND SONS,23.73,False,False,False,False,0
Shri I.S. Inbadurai (2025-31),K G CONSTRUCTIONS,29.6,False,False,False,False,0
P C Mohan,M CUBE INFRATECH PRIVATE LIMITED,48.85,False,False,False,False,0
VISHAL,GANESH MAJUR SAHAKARI SANSTHALTD LINGNOOR,9.23,False,False,False,False,0
Shripad Yesso Naik,A S ENTERPRISES,58.96,False,False,False,False,0
THANGA TAMILSELVAN,JJ LALA PROJECTS PRIVATE LIMITED,6.28,False,False,False,False,0
NARESH CHANDRA UTTAM PATEL,MS YASH CONTRACTOR AND SUPPLIERS,25.58,False,False,False,False,0
Shri Pramod Tiwari (2022-28),HUKAM SINGH CONSTRUCTION COMPANY,6.88,False,False,False,False,0
Shri Manan Kumar Mishra (2024-28),NITU DEVI,19.84,False,False,False,False,0
Sanjay Kumar Bandi,Ahmed Raza,28.19,False,False,False,False,0
DEVESH SHAKYA,SOMYA CONSTRUCTION,60.33,False,False,False,False,0
Mohamed Haneefa,SML ISUZU LTD,34.51,False,False,False,False,0
CHINTAMANI MAHARAJ,SANWARIYA BOREWELLS,24.4,False,False,False,False,0
Jagannath Sarkar,ROKHI GHOSH,25.45,False,False,False,False,0
AMRARAM,Dhaka Stone Comapny,8.26,False,False,False,False,0
Adv Adoor Prakash ,ALLUMINA ELECTRONICS,96.73,True,False,False,False,1
ANUP SANJAY DHOTRE,Nishant Gulab Rathod,9.2,False,False,False,False,0
Arvind Dharmapuri,GUTHI SRINIVAS,6.98,False,False,False,False,0
KAMAKHYA PRASAD TASA,We R,20.35,False,False,False,False,0
BHUMARE SANDIPANRAO ASARAM,shri jagdamba construction,16.15,False,False,False,False,0
Shri Jogen Mohan (2026-32),CONST OF ROAD FROM B B LINKED ROAD TO UPEN DAS HOUSE AT BAMUN BARADI,100.0,True,False,False,False,1
DR. RAJ KUMAR CHABBEWAL,Varinder Kumar Sood,6.04,False,False,False,False,0
PATHAN YUSUF,CIMECON ENTERPRISES,39.12,False,False,False,False,0
ZIA UR REHMAN,MK INFRATECH,68.11,False,False,False,False,0
Shri Khiru Mahto (2022-28),ASSISTANT ENGINEER FATUHA,26.51,False,False,False,False,0
Andimuthu Raja,C Chithambaram,7.69,False,False,False,False,0
PARSHOTTAMBHAI RUPALA,Sanathali Gram Panchayat,4.09,False,False,False,False,0
SAMBIT PATRA,ODISHA DISTRIBUTING AUTHORITY,27.42,False,False,False,False,0
KANWAR SINGH TANWAR,Siddhu Enterprises,74.6,True,False,False,False,1
Shri Chandrakant Damodar Handore (2024-30),Kolte Patil Developer,37.82,False,False,False,False,0
Rodmal Nagar ,MP Agro Biaora,51.2,False,False,False,False,0
Shri Gurjeet Singh Aujla,THE CHAWINDA COOPRATIVE LABOUR AND CONSTRUCTION SOCIETY,25.93,False,False,False,False,0
SUDHAKAR SINGH,ASSISTANT ENGINEER RAMGARH,33.96,False,False,False,False,0
Khagen Murmu,VENTURE SPECTACULAR,37.29,False,False,False,False,0
Dr. Syed Naseer Hussain (2024-30),KRIDL BHUSIRI ACCOUNT WORKS,68.37,False,False,False,False,0
Pratap Chandra Sarangi,Ms Durga Traders,40.59,False,False,False,False,0
Dr. Bhim Singh (2024-30),VEDIKA SINGH,52.95,False,False,False,False,0
Bhola Singh,M S Y  R ENTERPRISES,39.39,False,False,False,False,0
Shri Abdul Wahab (2021-27),SML ISUZU LTD,6.1,False,False,False,False,0
Shri Ramji Lal Suman (2024-30),ASHOK KUMAR,42.25,False,False,False,False,0
CAPTAIN BRIJESH CHOWTA,D K NIRMITHI KENDRA,9.76,False,False,False,False,0
Ganesh Singh,RM MP AGRO SATNA,24.77,False,False,False,False,0
Shri Hardeep Singh Puri (2020-26),Vimal Enterprises,11.1,False,False,False,False,0
Shri Sanjay Singh (2024-30),KHANNA SALES CORPORATION,12.8,False,False,False,False,0
CHHATRA PAL SINGH GANGWAR,ANUJ SINGHAL CONTRACTOR,55.36,False,False,False,False,0
JAGADISH SHETTAR,PRIYESH GOUNDADKAR,9.78,False,False,False,False,0
Dhairyasheel Sambhajirao Mane,Cosine Green Power,41.05,False,False,False,False,0
ARUN BHARTI,Gyan Ganga,29.18,False,False,False,False,0
C.M.RAMESH,GRAMONNATI,28.61,False,False,False,False,0
Praveen Khandelwal,Greenz,22.9,False,False,False,False,0
Shri Nagendra Ray (2023-29),SAJAL KUMAR KAR,36.41,False,False,False,False,0
Shri Chunnilal Garasiya (2024-30),JAY HANUMAN TRADERS,9.8,False,False,False,True,3
Prof SP Singh Baghel,SAI ENTERPRISES,64.35,False,False,False,False,0
ANGOMCHA BIMOL AKOIJAM,Murphy Thumrah,86.91,True,False,False,False,1
Shri Ashok Singh (2024-30),GRAM PANCHAYAT AMODA,10.21,False,False,False,False,0
PRIYANKA SATISH JARKIHOLI,FORCE MOTORS LIMITED,28.56,False,False,False,False,0
Shri Ashwini Vaishnaw (2024-30),VALUABLE WHEELS INDIA PRIVATE LIMITED,27.21,False,False,False,False,0
Smt. Nirmala Sitharaman (2022-28),Dharwad Research and Technology Incubator Foundation,34.9,False,False,False,False,0
ARUNA. D. K,VIOLET ENTERPRISES,58.57,False,False,False,False,0
BAG MITALI,SN ENTERPRISE,21.27,False,False,False,False,0
Ajay Tamta,LAL SINGH JALAL,23.05,False,False,False,False,0
